Ngày,#,Loại (nghìn đồng/ lượng),Mua,Bán
27/03/2025,1,Hồ Chí Minh,97400,98900
27/03/2025,2,Miền Bắc,97400,98900
27/03/2025,3,Hạ Long,97400,98900
27/03/2025,4,Hải Phòng,97400,98900
27/03/2025,5,Miền Trung,97400,98900
27/03/2025,6,Huế,97400,98900
27/03/2025,7,Quảng Ngãi,97400,98900
27/03/2025,8,Nha Trang,97400,98900
27/03/2025,9,Biên Hòa,97400,98900
27/03/2025,10,Miền Tây,97400,98900
27/03/2025,11,Bạc Liêu,97400,98900
27/03/2025,12,Cà Mau,97400,98900
28/03/2025,,,
28/03/2025,1,Hồ Chí Minh,98200,100200
28/03/2025,2,Miền Bắc,98200,100200
28/03/2025,3,Hạ Long,98200,100200
28/03/2025,4,Hải Phòng,98200,100200
28/03/2025,5,Miền Trung,98200,100200
28/03/2025,6,Huế,98200,100200
28/03/2025,7,Quảng Ngãi,98200,100200
28/03/2025,8,Nha Trang,98200,100200
28/03/2025,9,Biên Hòa,98200,100200
28/03/2025,10,Miền Tây,98200,100200
28/03/2025,11,Bạc Liêu,98200,100200
28/03/2025,12,Cà Mau,98200,100200
29/03/2025,,,
29/03/2025,1,Hồ Chí Minh,119500,121500
29/03/2025,2,Miền Bắc,119500,121500
29/03/2025,3,Hạ Long,119500,121500
29/03/2025,4,Hải Phòng,119500,121500
29/03/2025,5,Miền Trung,119500,121500
29/03/2025,6,Huế,119500,121500
29/03/2025,7,Quảng Ngãi,119500,121500
29/03/2025,8,Nha Trang,119500,121500
29/03/2025,9,Biên Hòa,119500,121500
29/03/2025,10,Miền Tây,119500,121500
29/03/2025,11,Bạc Liêu,119500,121500
29/03/2025,12,Cà Mau,119500,121500
30/03/2025,,,
30/03/2025,1,Hồ Chí Minh,98400,100700
30/03/2025,2,Miền Bắc,98400,100700
30/03/2025,3,Hạ Long,98400,100700
30/03/2025,4,Hải Phòng,98400,100700
30/03/2025,5,Miền Trung,98400,100700
30/03/2025,6,Huế,98400,100700
30/03/2025,7,Quảng Ngãi,98400,100700
30/03/2025,8,Nha Trang,98400,100700
30/03/2025,9,Biên Hòa,98400,100700
30/03/2025,10,Miền Tây,98400,100700
30/03/2025,11,Bạc Liêu,98400,100700
30/03/2025,12,Cà Mau,98400,100700
31/03/2025,,,
31/03/2025,1,Hồ Chí Minh,99500,101800
31/03/2025,2,Miền Bắc,99500,101800
31/03/2025,3,Hạ Long,99500,101800
31/03/2025,4,Hải Phòng,99500,101800
31/03/2025,5,Miền Trung,99500,101800
31/03/2025,6,Huế,99500,101800
31/03/2025,7,Quảng Ngãi,99500,101800
31/03/2025,8,Nha Trang,99500,101800
31/03/2025,9,Biên Hòa,99500,101800
31/03/2025,10,Miền Tây,99500,101800
31/03/2025,11,Bạc Liêu,99500,101800
31/03/2025,12,Cà Mau,99500,101800
01/04/2025,,,
01/04/2025,1,Hồ Chí Minh,99400,102100
01/04/2025,2,Miền Bắc,99400,102100
01/04/2025,3,Hạ Long,99400,102100
01/04/2025,4,Hải Phòng,99400,102100
01/04/2025,5,Miền Trung,99400,102100
01/04/2025,6,Huế,99400,102100
01/04/2025,7,Quảng Ngãi,99400,102100
01/04/2025,8,Nha Trang,99400,102100
01/04/2025,9,Biên Hòa,99400,102100
01/04/2025,10,Miền Tây,99400,102100
01/04/2025,11,Bạc Liêu,99400,102100
01/04/2025,12,Cà Mau,99400,102100
02/04/2025,,,
02/04/2025,1,Hồ Chí Minh,99100,101800
02/04/2025,2,Miền Bắc,99100,101800
02/04/2025,3,Hạ Long,99100,101800
02/04/2025,4,Hải Phòng,99100,101800
02/04/2025,5,Miền Trung,99100,101800
02/04/2025,6,Huế,99100,101800
02/04/2025,7,Quảng Ngãi,99100,101800
02/04/2025,8,Nha Trang,99100,101800
02/04/2025,9,Biên Hòa,99100,101800
02/04/2025,10,Miền Tây,99100,101800
02/04/2025,11,Bạc Liêu,99100,101800
02/04/2025,12,Cà Mau,99100,101800
03/04/2025,,,
03/04/2025,1,Hồ Chí Minh,99500,102200
03/04/2025,2,Miền Bắc,99500,102200
03/04/2025,3,Hạ Long,98300,102200
03/04/2025,4,Hải Phòng,99500,102200
03/04/2025,5,Miền Trung,99500,102200
03/04/2025,6,Huế,99500,102200
03/04/2025,7,Quảng Ngãi,99500,102200
03/04/2025,8,Nha Trang,99500,102200
03/04/2025,9,Biên Hòa,99500,102200
03/04/2025,10,Miền Tây,99500,102200
03/04/2025,11,Bạc Liêu,99500,102200
03/04/2025,12,Cà Mau,99500,102200
04/04/2025,,,
04/04/2025,1,Hồ Chí Minh,98800,101300
04/04/2025,2,Miền Bắc,98800,101300
04/04/2025,3,Hạ Long,98800,101300
04/04/2025,4,Hải Phòng,98800,101300
04/04/2025,5,Miền Trung,98800,101300
04/04/2025,6,Huế,98800,101300
04/04/2025,7,Quảng Ngãi,98800,101300
04/04/2025,8,Nha Trang,98800,101300
04/04/2025,9,Biên Hòa,98800,101300
04/04/2025,10,Miền Tây,98800,101300
04/04/2025,11,Bạc Liêu,98800,101300
04/04/2025,12,Cà Mau,98800,101300
05/04/2025,,,
05/04/2025,1,Hồ Chí Minh,97100,100100
05/04/2025,2,Miền Bắc,97100,100100
05/04/2025,3,Hạ Long,97600,100700
05/04/2025,4,Hải Phòng,97100,100100
05/04/2025,5,Miền Trung,97100,100100
05/04/2025,6,Huế,97100,100100
05/04/2025,7,Quảng Ngãi,97100,100100
05/04/2025,8,Nha Trang,97100,100100
05/04/2025,9,Biên Hòa,97100,100100
05/04/2025,10,Miền Tây,97100,100100
05/04/2025,11,Bạc Liêu,97100,100100
05/04/2025,12,Cà Mau,97100,100100
06/04/2025,,,
06/04/2025,1,Hồ Chí Minh,97100,100100
06/04/2025,2,Miền Bắc,97100,100100
06/04/2025,3,Hạ Long,97600,100700
06/04/2025,4,Hải Phòng,97100,100100
06/04/2025,5,Miền Trung,97100,100100
06/04/2025,6,Huế,97100,100100
06/04/2025,7,Quảng Ngãi,97100,100100
06/04/2025,8,Nha Trang,97100,100100
06/04/2025,9,Biên Hòa,97100,100100
06/04/2025,10,Miền Tây,97100,100100
06/04/2025,11,Bạc Liêu,97100,100100
06/04/2025,12,Cà Mau,97100,100100
07/04/2025,,,
07/04/2025,1,Hồ Chí Minh,97100,100100
07/04/2025,2,Miền Bắc,97100,100100
07/04/2025,3,Hạ Long,97600,100700
07/04/2025,4,Hải Phòng,97100,100100
07/04/2025,5,Miền Trung,97100,100100
07/04/2025,6,Huế,97100,100100
07/04/2025,7,Quảng Ngãi,97100,100100
07/04/2025,8,Nha Trang,97100,100100
07/04/2025,9,Biên Hòa,97100,100100
07/04/2025,10,Miền Tây,97100,100100
07/04/2025,11,Bạc Liêu,97100,100100
07/04/2025,12,Cà Mau,97100,100100
08/04/2025,,,
08/04/2025,1,Hồ Chí Minh,97700,100200
08/04/2025,2,Miền Bắc,97700,100200
08/04/2025,3,Hạ Long,97700,100200
08/04/2025,4,Hải Phòng,97700,100200
08/04/2025,5,Miền Trung,97700,100200
08/04/2025,6,Huế,97700,100200
08/04/2025,7,Quảng Ngãi,97700,100200
08/04/2025,8,Nha Trang,97700,100200
08/04/2025,9,Biên Hòa,97700,100200
08/04/2025,10,Miền Tây,97700,100200
08/04/2025,11,Bạc Liêu,97700,100200
08/04/2025,12,Cà Mau,97700,100200
09/04/2025,,,
09/04/2025,1,Hồ Chí Minh,99700,101900
09/04/2025,2,Miền Bắc,99700,101900
09/04/2025,3,Hạ Long,99700,101900
09/04/2025,4,Hải Phòng,99700,101900
09/04/2025,5,Miền Trung,99700,101900
09/04/2025,6,Huế,99700,101900
09/04/2025,7,Quảng Ngãi,99700,101900
09/04/2025,8,Nha Trang,99700,101900
09/04/2025,9,Biên Hòa,99700,101900
09/04/2025,10,Miền Tây,99700,101900
09/04/2025,11,Bạc Liêu,99700,101900
09/04/2025,12,Cà Mau,99700,101900
10/04/2025,,,
10/04/2025,1,Hồ Chí Minh,100600,103600
10/04/2025,2,Miền Bắc,100600,103600
10/04/2025,3,Hạ Long,100600,103600
10/04/2025,4,Hải Phòng,100600,103600
10/04/2025,5,Miền Trung,100600,103600
10/04/2025,6,Huế,100600,103600
10/04/2025,7,Quảng Ngãi,100600,103600
10/04/2025,8,Nha Trang,100600,103600
10/04/2025,9,Biên Hòa,100600,103600
10/04/2025,10,Miền Tây,100600,103600
10/04/2025,11,Bạc Liêu,100600,103600
10/04/2025,12,Cà Mau,100600,103600
11/04/2025,,,
11/04/2025,1,Hồ Chí Minh,119500,121500
11/04/2025,2,Miền Bắc,119500,121500
11/04/2025,3,Hạ Long,119500,121500
11/04/2025,4,Hải Phòng,119500,121500
11/04/2025,5,Miền Trung,119500,121500
11/04/2025,6,Huế,119500,121500
11/04/2025,7,Quảng Ngãi,119500,121500
11/04/2025,8,Nha Trang,119500,121500
11/04/2025,9,Biên Hòa,119500,121500
11/04/2025,10,Miền Tây,119500,121500
11/04/2025,11,Bạc Liêu,119500,121500
11/04/2025,12,Cà Mau,119500,121500
12/04/2025,,,
12/04/2025,1,Hồ Chí Minh,103000,106500
12/04/2025,2,Miền Bắc,103000,106500
12/04/2025,3,Hạ Long,103000,106500
12/04/2025,4,Hải Phòng,103000,106500
12/04/2025,5,Miền Trung,103000,106500
12/04/2025,6,Huế,103000,106500
12/04/2025,7,Quảng Ngãi,103000,106500
12/04/2025,8,Nha Trang,103000,106500
12/04/2025,9,Biên Hòa,103000,106500
12/04/2025,10,Miền Tây,103000,106500
12/04/2025,11,Bạc Liêu,103000,106500
12/04/2025,12,Cà Mau,103000,106500
13/04/2025,,,
13/04/2025,1,Hồ Chí Minh,103000,106500
13/04/2025,2,Miền Bắc,103000,106500
13/04/2025,3,Hạ Long,103000,106500
13/04/2025,4,Hải Phòng,103000,106500
13/04/2025,5,Miền Trung,103000,106500
13/04/2025,6,Huế,103000,106500
13/04/2025,7,Quảng Ngãi,103000,106500
13/04/2025,8,Nha Trang,103000,106500
13/04/2025,9,Biên Hòa,103000,106500
13/04/2025,10,Miền Tây,103000,106500
13/04/2025,11,Bạc Liêu,103000,106500
13/04/2025,12,Cà Mau,103000,106500
14/04/2025,,,
14/04/2025,1,Hồ Chí Minh,105000,107500
14/04/2025,2,Miền Bắc,105000,107500
14/04/2025,3,Hạ Long,105000,107500
14/04/2025,4,Hải Phòng,105000,107500
14/04/2025,5,Miền Trung,105000,107500
14/04/2025,6,Huế,105000,107500
14/04/2025,7,Quảng Ngãi,105000,107500
14/04/2025,8,Nha Trang,105000,107500
14/04/2025,9,Biên Hòa,105000,107500
14/04/2025,10,Miền Tây,105000,107500
14/04/2025,11,Bạc Liêu,105000,107500
14/04/2025,12,Cà Mau,105000,107500
15/04/2025,,,
15/04/2025,1,Hồ Chí Minh,105500,108000
15/04/2025,2,Miền Bắc,105500,108000
15/04/2025,3,Hạ Long,105500,108000
15/04/2025,4,Hải Phòng,105500,108000
15/04/2025,5,Miền Trung,105500,108000
15/04/2025,6,Huế,105500,108000
15/04/2025,7,Quảng Ngãi,105500,108000
15/04/2025,8,Nha Trang,105500,108000
15/04/2025,9,Biên Hòa,105500,108000
15/04/2025,10,Miền Tây,105500,108000
15/04/2025,11,Bạc Liêu,105500,108000
15/04/2025,12,Cà Mau,105500,108000
16/04/2025,,,
16/04/2025,1,Hồ Chí Minh,113000,115500
16/04/2025,2,Miền Bắc,113000,115500
16/04/2025,3,Hạ Long,113000,115500
16/04/2025,4,Hải Phòng,113000,115500
16/04/2025,5,Miền Trung,113000,115500
16/04/2025,6,Huế,113000,115500
16/04/2025,7,Quảng Ngãi,113000,115500
16/04/2025,8,Nha Trang,113000,115500
16/04/2025,9,Biên Hòa,113000,115500
16/04/2025,10,Miền Tây,113000,115500
16/04/2025,11,Bạc Liêu,113000,115500
16/04/2025,12,Cà Mau,113000,115500
17/04/2025,,,
17/04/2025,1,Hồ Chí Minh,115500,118000
17/04/2025,2,Miền Bắc,115500,118000
17/04/2025,3,Hạ Long,115500,118000
17/04/2025,4,Hải Phòng,115500,118000
17/04/2025,5,Miền Trung,115500,118000
17/04/2025,6,Huế,115500,118000
17/04/2025,7,Quảng Ngãi,115500,118000
17/04/2025,8,Nha Trang,115500,118000
17/04/2025,9,Biên Hòa,115500,118000
17/04/2025,10,Miền Tây,115500,118000
17/04/2025,11,Bạc Liêu,115500,118000
17/04/2025,12,Cà Mau,115500,118000
18/04/2025,,,
18/04/2025,1,Hồ Chí Minh,117000,120000
18/04/2025,2,Miền Bắc,117000,120000
18/04/2025,3,Hạ Long,117000,120000
18/04/2025,4,Hải Phòng,117000,120000
18/04/2025,5,Miền Trung,117000,120000
18/04/2025,6,Huế,117000,120000
18/04/2025,7,Quảng Ngãi,117000,120000
18/04/2025,8,Nha Trang,117000,120000
18/04/2025,9,Biên Hòa,117000,120000
18/04/2025,10,Miền Tây,117000,120000
18/04/2025,11,Bạc Liêu,117000,120000
18/04/2025,12,Cà Mau,117000,120000
19/04/2025,,,
19/04/2025,1,Hồ Chí Minh,112000,114000
19/04/2025,2,Miền Bắc,112000,114000
19/04/2025,3,Hạ Long,111000,115000
19/04/2025,4,Hải Phòng,112000,114000
19/04/2025,5,Miền Trung,112000,114000
19/04/2025,6,Huế,112000,114000
19/04/2025,7,Quảng Ngãi,111000,115000
19/04/2025,8,Nha Trang,112000,114000
19/04/2025,9,Biên Hòa,112000,114000
19/04/2025,10,Miền Tây,112000,114000
19/04/2025,11,Bạc Liêu,112000,114000
19/04/2025,12,Cà Mau,112000,114000
20/04/2025,,,
20/04/2025,1,Hồ Chí Minh,112000,114000
20/04/2025,2,Miền Bắc,112000,114000
20/04/2025,3,Hạ Long,111000,115000
20/04/2025,4,Hải Phòng,112000,114000
20/04/2025,5,Miền Trung,112000,114000
20/04/2025,6,Huế,112000,114000
20/04/2025,7,Quảng Ngãi,111000,115000
20/04/2025,8,Nha Trang,112000,114000
20/04/2025,9,Biên Hòa,112000,114000
20/04/2025,10,Miền Tây,112000,114000
20/04/2025,11,Bạc Liêu,112000,114000
20/04/2025,12,Cà Mau,112000,114000
21/04/2025,,,
21/04/2025,1,Hồ Chí Minh,116000,118000
21/04/2025,2,Miền Bắc,116000,118000
21/04/2025,3,Hạ Long,116000,118000
21/04/2025,4,Hải Phòng,116000,118000
21/04/2025,5,Miền Trung,116000,118000
21/04/2025,6,Huế,116000,118000
21/04/2025,7,Quảng Ngãi,116000,118000
21/04/2025,8,Nha Trang,116000,118000
21/04/2025,9,Biên Hòa,116000,118000
21/04/2025,10,Miền Tây,116000,118000
21/04/2025,11,Bạc Liêu,116000,118000
21/04/2025,12,Cà Mau,116000,118000
22/04/2025,,,
22/04/2025,1,Hồ Chí Minh,122000,124000
22/04/2025,2,Miền Bắc,122000,124000
22/04/2025,3,Hạ Long,122000,124000
22/04/2025,4,Hải Phòng,122000,124000
22/04/2025,5,Miền Trung,122000,124000
22/04/2025,6,Huế,122000,124000
22/04/2025,7,Quảng Ngãi,122000,124000
22/04/2025,8,Nha Trang,122000,124000
22/04/2025,9,Biên Hòa,122000,124000
22/04/2025,10,Miền Tây,122000,124000
22/04/2025,11,Bạc Liêu,122000,124000
22/04/2025,12,Cà Mau,122000,124000
23/04/2025,,,
23/04/2025,1,Hồ Chí Minh,116500,119500
23/04/2025,2,Miền Bắc,116500,119500
23/04/2025,3,Hạ Long,116500,120500
23/04/2025,4,Hải Phòng,116500,119500
23/04/2025,5,Miền Trung,116500,119500
23/04/2025,6,Huế,116500,119500
23/04/2025,7,Quảng Ngãi,116500,119500
23/04/2025,8,Nha Trang,116500,119500
23/04/2025,9,Biên Hòa,116500,119500
23/04/2025,10,Miền Tây,116500,119500
23/04/2025,11,Bạc Liêu,116500,119500
23/04/2025,12,Cà Mau,116500,119500
24/04/2025,,,
24/04/2025,1,Hồ Chí Minh,119500,121500
24/04/2025,2,Miền Bắc,119500,121500
24/04/2025,3,Hạ Long,119500,121500
24/04/2025,4,Hải Phòng,119500,121500
24/04/2025,5,Miền Trung,119500,121500
24/04/2025,6,Huế,119500,121500
24/04/2025,7,Quảng Ngãi,119500,121500
24/04/2025,8,Nha Trang,119500,121500
24/04/2025,9,Biên Hòa,119500,121500
24/04/2025,10,Miền Tây,119500,121500
24/04/2025,11,Bạc Liêu,119500,121500
24/04/2025,12,Cà Mau,119500,121500
25/04/2025,,,
25/04/2025,1,Hồ Chí Minh,118500,120500
25/04/2025,2,Miền Bắc,118500,120500
25/04/2025,3,Hạ Long,118500,120500
25/04/2025,4,Hải Phòng,118500,120500
25/04/2025,5,Miền Trung,118500,120500
25/04/2025,6,Huế,118500,120500
25/04/2025,7,Quảng Ngãi,118500,120500
25/04/2025,8,Nha Trang,118500,120500
25/04/2025,9,Biên Hòa,118500,120500
25/04/2025,10,Miền Tây,118500,120500
25/04/2025,11,Bạc Liêu,118500,120500
25/04/2025,12,Cà Mau,118500,120500
26/04/2025,,,
26/04/2025,1,Hồ Chí Minh,119000,121000
26/04/2025,2,Miền Bắc,119000,121000
26/04/2025,3,Hạ Long,118500,121000
26/04/2025,4,Hải Phòng,119000,121000
26/04/2025,5,Miền Trung,119000,121000
26/04/2025,6,Huế,119000,121000
26/04/2025,7,Quảng Ngãi,119000,121000
26/04/2025,8,Nha Trang,119000,121000
26/04/2025,9,Biên Hòa,119000,121000
26/04/2025,10,Miền Tây,119000,121000
26/04/2025,11,Bạc Liêu,119000,121000
26/04/2025,12,Cà Mau,119000,121000
27/04/2025,,,
27/04/2025,1,Hồ Chí Minh,119000,121000
27/04/2025,2,Miền Bắc,119000,121000
27/04/2025,3,Hạ Long,118500,121000
27/04/2025,4,Hải Phòng,119000,121000
27/04/2025,5,Miền Trung,119000,121000
27/04/2025,6,Huế,119000,121000
27/04/2025,7,Quảng Ngãi,119000,121000
27/04/2025,8,Nha Trang,119000,121000
27/04/2025,9,Biên Hòa,119000,121000
27/04/2025,10,Miền Tây,119000,121000
27/04/2025,11,Bạc Liêu,119000,121000
27/04/2025,12,Cà Mau,119000,121000
28/04/2025,,,
28/04/2025,1,Hồ Chí Minh,117500,119500
28/04/2025,2,Miền Bắc,117500,119500
28/04/2025,3,Hạ Long,117500,119500
28/04/2025,4,Hải Phòng,117500,119500
28/04/2025,5,Miền Trung,117500,119500
28/04/2025,6,Huế,117500,119500
28/04/2025,7,Quảng Ngãi,117500,119500
28/04/2025,8,Nha Trang,117500,119500
28/04/2025,9,Biên Hòa,117500,119500
28/04/2025,10,Miền Tây,117500,119500
28/04/2025,11,Bạc Liêu,117500,119500
28/04/2025,12,Cà Mau,117500,119500
29/04/2025,,,
29/04/2025,1,Hồ Chí Minh,119300,121300
29/04/2025,2,Miền Bắc,119300,121300
29/04/2025,3,Hạ Long,119300,121300
29/04/2025,4,Hải Phòng,119300,121300
29/04/2025,5,Miền Trung,119300,121300
29/04/2025,6,Huế,119300,121300
29/04/2025,7,Quảng Ngãi,119300,121300
29/04/2025,8,Nha Trang,119300,121300
29/04/2025,9,Biên Hòa,119300,121300
29/04/2025,10,Miền Tây,119300,121300
29/04/2025,11,Bạc Liêu,119300,121300
29/04/2025,12,Cà Mau,119300,121300
30/04/2025,,,
30/04/2025,1,Hồ Chí Minh,119300,121300
30/04/2025,2,Miền Bắc,119300,121300
30/04/2025,3,Hạ Long,119300,121300
30/04/2025,4,Hải Phòng,119300,121300
30/04/2025,5,Miền Trung,119300,121300
30/04/2025,6,Huế,119300,121300
30/04/2025,7,Quảng Ngãi,119300,121300
30/04/2025,8,Nha Trang,119300,121300
30/04/2025,9,Biên Hòa,119300,121300
30/04/2025,10,Miền Tây,119300,121300
30/04/2025,11,Bạc Liêu,119300,121300
30/04/2025,12,Cà Mau,119300,121300
01/05/2025,,,
01/05/2025,1,Hồ Chí Minh,119300,121300
01/05/2025,2,Miền Bắc,119300,121300
01/05/2025,3,Hạ Long,117300,120300
01/05/2025,4,Hải Phòng,119300,121300
01/05/2025,5,Miền Trung,119300,121300
01/05/2025,6,Huế,119300,121300
01/05/2025,7,Quảng Ngãi,119300,121300
01/05/2025,8,Nha Trang,119300,121300
01/05/2025,9,Biên Hòa,119300,121300
01/05/2025,10,Miền Tây,119300,121300
01/05/2025,11,Bạc Liêu,119300,121300
01/05/2025,12,Cà Mau,119300,121300
02/05/2025,,,
02/05/2025,1,Hồ Chí Minh,119300,121300
02/05/2025,2,Miền Bắc,119300,121300
02/05/2025,3,Hạ Long,116800,121300
02/05/2025,4,Hải Phòng,119300,121300
02/05/2025,5,Miền Trung,119300,121300
02/05/2025,6,Huế,119300,121300
02/05/2025,7,Quảng Ngãi,119300,121300
02/05/2025,8,Nha Trang,119300,121300
02/05/2025,9,Biên Hòa,119300,121300
02/05/2025,10,Miền Tây,119300,121300
02/05/2025,11,Bạc Liêu,119300,121300
02/05/2025,12,Cà Mau,119300,121300
03/05/2025,,,
03/05/2025,1,Hồ Chí Minh,119300,121300
03/05/2025,2,Miền Bắc,119300,121300
03/05/2025,3,Hạ Long,116800,121300
03/05/2025,4,Hải Phòng,119300,121300
03/05/2025,5,Miền Trung,119300,121300
03/05/2025,6,Huế,119300,121300
03/05/2025,7,Quảng Ngãi,119300,121300
03/05/2025,8,Nha Trang,119300,121300
03/05/2025,9,Biên Hòa,119300,121300
03/05/2025,10,Miền Tây,119300,121300
03/05/2025,11,Bạc Liêu,119300,121300
03/05/2025,12,Cà Mau,119300,121300
04/05/2025,,,
04/05/2025,1,Hồ Chí Minh,119300,121300
04/05/2025,2,Miền Bắc,119300,121300
04/05/2025,3,Hạ Long,116800,121300
04/05/2025,4,Hải Phòng,119300,121300
04/05/2025,5,Miền Trung,119300,121300
04/05/2025,6,Huế,119300,121300
04/05/2025,7,Quảng Ngãi,119300,121300
04/05/2025,8,Nha Trang,119300,121300
04/05/2025,9,Biên Hòa,119300,121300
04/05/2025,10,Miền Tây,119300,121300
04/05/2025,11,Bạc Liêu,119300,121300
04/05/2025,12,Cà Mau,119300,121300
05/05/2025,,,
05/05/2025,1,Hồ Chí Minh,117800,119800
05/05/2025,2,Miền Bắc,117800,119800
05/05/2025,3,Hạ Long,117800,119800
05/05/2025,4,Hải Phòng,117800,119800
05/05/2025,5,Miền Trung,117800,119800
05/05/2025,6,Huế,117800,119800
05/05/2025,7,Quảng Ngãi,117800,119800
05/05/2025,8,Nha Trang,117800,119800
05/05/2025,9,Biên Hòa,117800,119800
05/05/2025,10,Miền Tây,117800,119800
05/05/2025,11,Bạc Liêu,117800,119800
05/05/2025,12,Cà Mau,117800,119800
06/05/2025,,,
06/05/2025,1,Hồ Chí Minh,119500,121500
06/05/2025,2,Miền Bắc,119500,121500
06/05/2025,3,Hạ Long,119500,121500
06/05/2025,4,Hải Phòng,119500,121500
06/05/2025,5,Miền Trung,119500,121500
06/05/2025,6,Huế,119500,121500
06/05/2025,7,Quảng Ngãi,119500,121500
06/05/2025,8,Nha Trang,119500,121500
06/05/2025,9,Biên Hòa,119500,121500
06/05/2025,10,Miền Tây,119500,121500
06/05/2025,11,Bạc Liêu,119500,121500
06/05/2025,12,Cà Mau,119500,121500
07/05/2025,,,
07/05/2025,1,Hồ Chí Minh,120200,122200
07/05/2025,2,Miền Bắc,120200,122200
07/05/2025,3,Hạ Long,120200,122200
07/05/2025,4,Hải Phòng,120200,122200
07/05/2025,5,Miền Trung,120200,122200
07/05/2025,6,Huế,120200,122200
07/05/2025,7,Quảng Ngãi,120200,122200
07/05/2025,8,Nha Trang,120200,122200
07/05/2025,9,Biên Hòa,120200,122200
07/05/2025,10,Miền Tây,120200,122200
07/05/2025,11,Bạc Liêu,120200,122200
07/05/2025,12,Cà Mau,120200,122200
08/05/2025,,,
08/05/2025,1,Hồ Chí Minh,118500,120500
08/05/2025,2,Miền Bắc,118500,120500
08/05/2025,3,Hạ Long,118500,120500
08/05/2025,4,Hải Phòng,118500,120500
08/05/2025,5,Miền Trung,118500,120500
08/05/2025,6,Huế,118500,120500
08/05/2025,7,Quảng Ngãi,118500,120500
08/05/2025,8,Nha Trang,118500,120500
08/05/2025,9,Biên Hòa,118500,120500
08/05/2025,10,Miền Tây,118500,120500
08/05/2025,11,Bạc Liêu,118500,120500
08/05/2025,12,Cà Mau,118500,120500
09/05/2025,,,
09/05/2025,1,Hồ Chí Minh,119500,121500
09/05/2025,2,Miền Bắc,119500,121500
09/05/2025,3,Hạ Long,119500,121500
09/05/2025,4,Hải Phòng,119500,121500
09/05/2025,5,Miền Trung,119500,121500
09/05/2025,6,Huế,119500,121500
09/05/2025,7,Quảng Ngãi,119500,121500
09/05/2025,8,Nha Trang,119500,121500
09/05/2025,9,Biên Hòa,119500,121500
09/05/2025,10,Miền Tây,119500,121500
09/05/2025,11,Bạc Liêu,119500,121500
09/05/2025,12,Cà Mau,119500,121500
